Дата совершенной транзакции;Уникальный идентификатор клиента;Количество разных версий ОС (os_ver) за последние 30 дней до transdate — сколько разных ОС/версий использовал клиент;Количество разных моделей телефона (phone_model) за последние 30 дней — насколько часто клиент “менял устройство” по логам;Модель телефона из самой последней сессии (по времени) перед transdate;Версия ОС из самой последней сессии перед transdate;Количество уникальных логин-сессий (минутных тайм-слотов) за последние 7 дней до transdate;Количество уникальных логин-сессий за последние 30 дней до transdate;Среднее число логинов в день за последние 7 дней: logins_last_7_days / 7;Среднее число логинов в день за последние 30 дней: logins_last_30_days / 30;"Относительное изменение частоты логинов за 7 дней к средней частоте за 30 дней:
(freq7d?freq30d)/freq30d(freq_{7d} - freq_{30d}) / freq_{30d}(freq7d?freq30d)/freq30d — показывает, стал клиент заходить чаще или реже недавно";Доля логинов за 7 дней от логинов за 30 дней;Средний интервал (в секундах) между соседними сессиями за последние 30 дней;Стандартное отклонение интервалов между логинами за 30 дней (в секундах), измеряет разброс интервалов;Дисперсия интервалов между логинами за 30 дней (в секундах?), ещё одна мера разброса;Экспоненциально взвешенное среднее интервалов между логинами за 7 дней, где более свежие сессии имеют больший вес (коэффициент затухания 0.3);Показатель “взрывности” логинов: (std?mean)/(std+mean)(std - mean)/(std + mean)(std?mean)/(std+mean) для интервалов;Fano-factor интервалов: variance / mean;Z-скор среднего интервала за последние 7 дней относительно среднего за 30 дней: насколько сильно недавние интервалы отличаются от типичных, в единицах стандартного отклонения
'2025-01-02 00:00:00.000';2933083574;1;1;Xiaomi 2209116AG;Android/11;28;77;4.0;2.566666666666667;0.5584415584415583;0.36363636363636365;34116.62337662338;61195.06725929343;3744836256.8694463;193213.1464869578;0.2841041188337282;109765.73547531666;-0.19956149211232907
'2025-01-02 00:00:00.000';452171932;2;2;iPhone14,7;iOS/17.6.1;33;95;4.714285714285714;3.1666666666666665;0.4887218045112783;0.3473684210526316;26386.666666666668;36362.10073817873;1322202370.093458;55495.329105501034;0.15897418362263746;50108.730549272026;-0.2710697805288672
'2025-02-03 00:00:00.000';2934704401;1;1;iPhone14,5;iOS/17.6.1;9;32;1.2857142857142858;1.0666666666666667;0.20535714285714296;0.28125;79141.66666666667;56525.67484907064;3195151917.142857;129345.19845567067;-0.1667018131624006;40372.562920621545;-0.24403364848802805
'2025-07-06 00:00:00.000';450724681;1;1;Xiaomi 2312DRA50G;Android/14;3;12;0.42857142857142855;0.4;0.07142857142857131;0.25;216035.0;146409.72722900868;21435808227.272728;177660.0;-0.19209900859448556;99223.77497753942;0.14811174373736197
'2025-01-02 00:00:00.000';455975954;1;1;iPhone14,3;iOS/17.4.1;20;40;2.857142857142857;1.3333333333333333;1.142857142857143;0.5;66666.97674418605;89482.48084813888;8007114378.737541;15682.019007990639;0.14611324596156816;120106.15704777453;-0.4497866956110672
'2025-01-02 00:00:00.000';2937943828;1;1;Samsung SM-G965F;Android/10;20;71;2.857142857142857;2.3666666666666667;0.20724346076458755;0.28169014084507044;36832.10526315789;48797.391086431104;2381185376.8421054;11147.841129647639;0.13973322667254764;64649.72229605179;-0.21870237374484233
'2025-02-03 00:00:00.000';2938239826;2;1;iPhone13,2;iOS/18.2.1;14;27;2.0;0.9;1.2222222222222223;0.5185185185185185;85610.0;120244.14826969107;14458655193.103449;12336.38522605883;0.16824605460132194;168889.7931678945;-0.4786351581450209
'2025-07-06 00:00:00.000';450684874;1;1;Samsung SM-A135F;Android/14;2;10;0.2857142857142857;0.3333333333333333;-0.14285714285714285;0.2;231200.0;465328.04267527227;2,17E+11;173280.0;0.3361358456954832;936549.2530276816;-0.12447132923046138
'2025-02-19 00:00:00.000';465356982;1;1;OPPO CPH2477;Android/12;28;72;4.0;02.апр;0.6666666666666667;0.3888888888888889;38211.2;55374.38262629429;3066322251.243243;8408.054540379102;0.1833955844975638;80246.68817632641;-0.3204466125263384
'2025-02-19 00:00:00.000';2935480038;1;1;iPhone13,3;iOS/18.1.1;8;11;1.1428571428571428;0.36666666666666664;2.1168831168831166;0.7272727272727273;85884.0;94179.66319752901;8869808960;126887.30772219885;0.046070723266518815;103276.61683200597;-0.41280977648798567
'2025-02-03 00:00:00.000';456591642;1;1;iPhone14,7;iOS/16.1.2;23;83;3.2857142857142856;2.7666666666666666;0.1876075731497418;0.27710843373493976;30404.842105263157;37040.98336498394;1372034448.645017;67483.91518746715;0.0983921719906629;45125.52454293174;-0.1765937388101421
'2025-02-03 00:00:00.000';452966691;3;2;Xiaomi 23021RAAEG;Android/15;17;85;2.4285714285714284;2.8333333333333335;-0.14285714285714296;0.2;31232.045454545456;49140.488776032085;2414787637.1473355;17071.506763271416;0.22281795009859728;77317.62687979476;-0.06414355113380238
'2025-01-02 00:00:00.000';2684693378;1;1;iPhone12,1;iOS/16.1;3;8;0.42857142857142855;0.26666666666666666;0.6071428571428571;0.375;304620.0;392885.1810462114;154358765485.7143;186895.3846153846;0.1265441224591615;506725.6433776978;-0.4443282883185838
'2025-02-19 00:00:00.000';2933375279;2;1;iPhone14,4;iOS/18.3;0;34;0.0;1.1333333333333333;-1.0;0.0;54879.0;60006.63894039623;3600796716.923077;-1.0;0.04463254926976991;65613.3806542225;-1.0
'2025-02-03 00:00:00.000';2935616240;1;1;iPhone14,5;iOS/17.6;5;15;0.7142857142857143;0.5;0.4285714285714286;0.3333333333333333;141107.14285714287;179169.07779347038;32101558437.362637;61385.504587155956;0.11884096439944247;227497.756579639;-0.15288432130413715
'2025-01-02 00:00:00.000';452274831;1;1;iPhone16,1;iOS/17.6.1;4;24;0.5714285714285714;0.8;-0.2857142857142858;0.16666666666666666;101835.55555555556;144629.09658670754;20917575579.48718;110376.25899280576;0.17362952723318273;205405.4251029815;0.10816941275067243
'2025-01-02 00:00:00.000';456112296;2;1;iPhone15,4;iOS/18.2;32;155;4.571428571428571;5.166666666666667;-0.1152073732718895;0.2064516129032258;15125.368421052632;25099.14568037549;629967113.8847117;111197.16627319175;0.24795270948888237;41649.703752529815;0.0966407124677307
'2025-02-03 00:00:00.000';2937778211;1;1;Samsung SM-A556E;Android/14;1;11;0.14285714285714285;0.36666666666666664;-0.6103896103896104;0.09090909090909091;258463.63636363635;509933.3505326501;260032021985.45456;-1.0;0.3272653569149869;1006068.1094017095;-1.0
'2025-02-03 00:00:00.000';456156194;1;1;Samsung SM-S911B;Android/14;8;43;1.1428571428571428;1.4333333333333333;-0.20265780730897015;0.18604651162790697;58805.71428571428;55189.68961428624;3045901839.7212543;113957.46237902228;-0.031720793538308846;51796.01806930517;0.2791411655579669
'2025-02-19 00:00:00.000';498811236;1;1;Vivo V2237;Android/14;3;4;0.42857142857142855;0.13333333333333333;2.214285714285714;0.75;329640.0;286057.3418040516;81828802800;399983.07692307694;-0.07078584758583996;248236.87295231162;-0.24267861667942256
'2025-02-03 00:00:00.000';2112686417;1;1;OPPO CPH2531;Android/14;4;13;0.5714285714285714;0.43333333333333335;0.31868131868131855;0.3076923076923077;184484.0;189356.8460718696;35856015154.28571;54385.467625899284;0.013034546981880125;194358.40048072307;-0.6689169292137724
'2025-07-06 00:00:00.000';2937708912;1;1;Xiaomi 2303CRA44A;Android/13;5;21;0.7142857142857143;0.7;0.02040816326530621;0.23809523809523808;118192.5;204858.75768971632;41967110602.17391;123399.12491178546;0.2682740141905201;355074.2272324717;0.052902302650954865
'2025-02-03 00:00:00.000';455912976;2;2;iPhone17,1;iOS/18.2;5;31;0.7142857142857143;1.0333333333333334;-0.30875576036866365;0.16129032258064516;87969.375;114609.10868314595;13135247793.14516;74125.9985885674;0.13150327319466612;149316.1431821604;0.10278960490452205
'2025-02-19 00:00:00.000';2937649420;1;1;iPhone13,3;iOS/18.1.1;2;12;0.2857142857142857;0.4;-0.2857142857142858;0.16666666666666666;223545.0;341565.4541958247;1,17E+11;570420.0;0.20884493167583074;521894.739314232;1.0155447389042198
'2025-07-06 00:00:00.000';456151884;1;1;OPPO CPH2477;Android/12;5;25;0.7142857142857143;0.8333333333333334;-0.14285714285714288;0.2;102566.4;132970.2738359217;17681093724;64012.88637967537;0.12908339640179126;172386.8023446275;-0.46124143562853537
'2025-02-03 00:00:00.000';453561213;1;1;iPhone16,1;iOS/18.0.1;0;4;0.0;0.13333333333333333;-1.0;0.0;486180.0;706071.762358473;4,99E+11;-1.0;0.18443400068748098;1025417.1985684314;-1.0
'2025-01-02 00:00:00.000';2096229005;1;1;Samsung SM-S918B;Android/14;25;96;3.5714285714285716;03.фев;0.11607142857142858;0.2604166666666667;27092.830188679247;29505.981726220063;870602957.6280323;44722.72337488124;0.04263608114546955;32134.072061316583;-0.13498382211563437
'2025-01-02 00:00:00.000';501247811;1;1;iPhone14,5;iOS/18.1.1;26;65;3.7142857142857144;2.1666666666666665;0.7142857142857144;0.4;38241.89189189189;51659.40439189305;2668694062.1251388;45688.50944550296;0.1492471527623702;69784.57210405324;-0.33766343412641653
'2025-01-02 00:00:00.000';2938023904;1;1;Vivo V2027;Android/12;2;22;0.2857142857142857;0.7333333333333333;-0.6103896103896104;0.09090909090909091;113550.0;80998.94878544922;6560829704.347826;265620.0;-0.16731548239023616;57779.21360059732;1.8774317726370062
'2025-02-03 00:00:00.000';2937827669;1;1;iPhone14,5;iOS/16.0;8;14;1.1428571428571428;0.4666666666666667;1.4489795918367345;0.5714285714285714;167953.84615384616;258762.35060825152;66957954092.30769;128277.28406402483;0.2128077282827697;398668.7749381698;-0.444289033760264
'2025-02-03 00:00:00.000';450724681;1;1;Xiaomi 2312DRA50G;Android/14;3;20;0.42857142857142855;0.6666666666666666;-0.35714285714285715;0.15;138291.0;135289.15457757798;18303155346.31579;157163.0769230769;-0.010972453126422949;132352.46940376298;-0.0941760634086453
'2025-01-02 00:00:00.000';453195571;2;2;Xiaomi 23106RN0DA;Android/13;10;10;1.4285714285714286;0.3333333333333333;3.285714285714286;1.0;6426.666666666667;10022.310112943023;100446700;233.54649989575748;0.2185937456446258;15629.673236514522;0.0
'2025-02-03 00:00:00.000';456000634;1;1;Samsung SM-A536E;Android/14;2;14;0.2857142857142857;0.4666666666666667;-0.38775510204081637;0.14285714285714285;134427.0;231360.4549091946;53527660095.789474;188640.0;0.2649993968034196;398191.28668935166;0.23432267204556528
'2025-07-06 00:00:00.000';452291927;1;2;Samsung SM-S938B;Android/15;12;27;1.7142857142857142;0.9;0.9047619047619047;0.4444444444444444;80467.5;143110.94480360558;20480742522.580647;8978.867497743806;0.2801855288806238;254521.91906770619;-0.3029833066382973
'2025-07-06 00:00:00.000';2933493153;0;0;Vivo_v2339;Android/15;0;0;0.0;0.0;;;1350.0;1824.3354954612926;3328200.0;-1.0;0.14942828070300188;2465.3333333333335;-1.0
'2025-02-03 00:00:00.000';2937607295;3;2;Xiaomi Redmi Note 8 Pro;Android/11;41;158;5.857142857142857;5.266666666666667;0.11211573236889687;0.25949367088607594;12641.656050955415;18189.625101757298;330862461.34247917;36661.620990606054;0.17994610808814024;26172.398616831033;0.06500100702627232
'2025-02-03 00:00:00.000';452171932;1;1;iPhone14,7;iOS/17.6.1;22;71;3.142857142857143;2.3666666666666667;0.32796780684104626;0.30985915492957744;31530.98901098901;47256.31586371275;2233159389.010989;88794.46748650921;0.19959214086244328;70824.27348640097;-0.12508357672308412
'2025-07-06 00:00:00.000';2937833270;2;1;iPhone16,1;iOS/18.5;28;95;4.0;3.1666666666666665;0.26315789473684215;0.29473684210526313;25852.972972972973;42634.71037023482;1817718528.3538084;17728.12021906423;0.2450329253095719;70309.8452256951;-0.1575053550705805
'2025-01-02 00:00:00.000';456591642;1;1;iPhone14,7;iOS/16.1.2;16;81;2.2857142857142856;02.июл;-0.15343915343915354;0.19753086419753085;29224.848484848484;44046.070045537555;1940056286.4564006;70306.02642596832;0.20227972922903362;66383.79280091789;0.14428418945393237
'2025-02-19 00:00:00.000';452910230;1;1;iPhone14,2;iOS/18.1;0;5;0.0;0.16666666666666666;-1.0;0.0;64605.0;126810.19872234252;16080826500;-1.0;0.3249752325706086;248909.9373113536;-1.0
'2025-02-03 00:00:00.000';455616004;2;2;Vivo V2116;Android/13;18;48;2.5714285714285716;01.июн;0.6071428571428572;0.375;53974.46808510638;209730.26568105447;43986784342.6457;15099.106463874765;0.5906446781272571;814955.402122496;-0.20533543969229182
'2025-01-30 00:00:00.000';2684218560;1;1;iPhone15,2;iOS/18.0;4;10;0.5714285714285714;0.3333333333333333;0.7142857142857143;0.4;137368.23529411765;270020.4134930194;72911023702.94118;68929.64028776978;0.32561579365018906;530770.6220934713;-0.390149151804188
'2025-01-30 00:00:00.000';2938147796;1;1;Xiaomi M2006C3MG;Android/10;1;1;0.14285714285714285;0.03333333333333333;3.2857142857142856;1.0;2746920.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
'2024-12-30 00:00:00.000';2937668970;1;1;Samsung SM-S921B;Android/14;14;46;2.0;1.5333333333333334;0.30434782608695643;0.30434782608695654;49789.09090909091;61395.01401135556;3769347745.4545455;6976.352847913101;0.10438473296672059;75706.29783815367;-0.3017260574457929
'2025-08-12 00:00:00.000';2112800905;1;1;Xiaomi_2312crad3c;Android/14;26;30;3.7142857142857144;1.0;2.7142857142857144;0.8666666666666667;72166.5;223888.48714173623;50126054674.61539;2384.0501267597624;0.5124790789931851;694588.9668283121;-0.22607013270833204
'2025-01-30 00:00:00.000';452171932;2;2;iPhone14,7;iOS/17.6.1;25;86;3.5714285714285716;2.8666666666666667;0.24584717607973428;0.29069767441860467;28709.4;43957.867840591505;1932294145.090909;26142.998854066875;0.20983956454839767;67305.27789124499;-0.13625319639523734
'2025-05-28 00:00:00.000';456151884;1;1;OPPO CPH2477;Android/12;7;19;1.0;0.6333333333333333;0.5789473684210527;0.3684210526315789;140908.42105263157;184534.65622307485;34053039347.36842;72315.57907714725;0.1340518149460722;241667.8796979001;-0.3936302401908862
'2025-01-30 00:00:00.000';2933375279;1;1;iPhone14,4;iOS/18.1.1;9;42;1.2857142857142858;01.апр;-0.08163265306122436;0.21428571428571427;55684.705882352944;66158.99051082751;4377012025.411765;55951.17692351796;0.08596492833469889;78603.48647004142;0.07656244568632097
'2025-05-28 00:00:00.000';2937827669;1;1;iPhone14,5;iOS/16.0;7;14;1.0;0.4666666666666667;1.1428571428571428;0.5;124977.27272727272;399286.204324212;159429472963.63635;3922.968484024854;0.5232272389823582;1275667.7232951445;-0.19819686197576444
'2025-01-30 00:00:00.000';453720887;1;1;Samsung SM-G780G;Android/13;13;35;1.8571428571428572;1.1666666666666667;0.5918367346938775;0.37142857142857144;77586.66666666667;104570.85209833297;10935063108.571428;96750.30684993685;0.14813654475870652;140939.97819949425;-0.37048246130992635
'2025-08-18 00:00:00.000';2939073496;1;1;iPhone15,2;iOS/18.5;8;38;1.1428571428571428;1.2666666666666666;-0.09774436090225565;0.21052631578947367;62215.813953488374;97045.76952170455;9417881382.059801;44845.97360842817;0.2186965293713873;151374.3979802381;-0.25512365163746964
'2025-03-12 00:00:00.000';455912976;1;1;iPhone17,1;iOS/18.3.1;6;16;0.8571428571428571;0.5333333333333333;0.6071428571428571;0.375;156525.88235294117;159713.2979380092;25508337538.235294;45598.44221458143;0.010079129291112819;162965.62047622268;-0.550272791856399
'2025-08-19 00:00:00.000';2938063812;1;1;Xiaomi 24069PC21G;Android/15;3;20;0.42857142857142855;0.6666666666666666;-0.35714285714285715;0.15;105309.47368421052;95659.77056873574;9150791705.263159;181015.3846153846;-0.048015820288050445;86894.28771340611;0.7393967798089846
'2025-08-19 00:00:00.000';452850322;1;1;iPhone17,2;iOS/18.5;0;13;0.0;0.43333333333333335;-1.0;0.0;152538.46153846153;182277.50884508278;33225090230.76923;-1.0;0.08882206924763487;217814.50983358547;-1.0
'2025-05-28 00:00:00.000';465356982;1;1;OPPO CPH2477;Android/12;14;53;2.0;1.7666666666666666;0.13207547169811323;0.2641509433962264;42879.692307692305;55359.94552610982;3064723568.6538463;1324.1753691249783;0.1270388765024878;71472.61101274408;-0.12452213231111672
'2025-08-12 00:00:00.000';2939130556;1;1;iPhone15,4;iOS/18.5;17;24;2.4285714285714284;0.8;2.035714285714285;0.7083333333333334;25575.652173913044;53785.194636213186;2892847162.055336;193411.64819746697;0.3554591917320706;113109.41916101034;0.17234013725862712
'2025-08-18 00:00:00.000';2934905461;1;1;iPhone16,1;iOS/18.5;1;13;0.14285714285714285;0.43333333333333335;-0.6703296703296704;0.07692307692307693;79165.0;104962.21800767603;11017067209.09091;-1.0;0.14010540259507193;139165.8840281805;-1.0
'2025-08-12 00:00:00.000';2935290201;1;1;iPhone14,5;iOS/18.5;1;21;0.14285714285714285;0.7;-0.7959183673469389;0.047619047619047616;100980.0;110152.53156657961;12133580210.526316;-1.0;0.043444425634081386;120158.25124308096;-1.0
'2025-08-18 00:00:00.000';456445886;1;1;iPhone14,5;iOS/18.5;2;8;0.2857142857142857;0.26666666666666666;0.07142857142857138;0.25;278205.0;447590.96400300896;200337671057.14285;54000.0;0.23337958931155853;720108.0895639649;-0.5009149380381431
'2025-05-28 00:00:00.000';451013142;1;1;Xiaomi_22071212ag;Android/14;4;11;0.5714285714285714;0.36666666666666664;0.5584415584415585;0.36363636363636365;206074.2857142857;243440.6349278319;59263342734.06593;133497.8417266187;0.08312593753321819;287582.4246030984;-0.1111329902762781
'2025-01-30 00:00:00.000';2112339494;1;1;Xiaomi M2004J19C;Android/10;0;1;0.0;0.03333333333333333;-1.0;0.0;534780.0;756208.2760721414;5,72E+11;-1.0;0.17151842520664984;1069320.0134634804;-1.0
'2025-08-18 00:00:00.000';453720887;1;1;Samsung_sm-s921b;Android/15;15;68;2.142857142857143;2.2666666666666666;-0.0546218487394958;0.22058823529411764;37828.42105263158;60170.43351575327;3620481069.4736843;85252.05701763906;0.22798238368726187;95707.96159946574;0.03236295833854812
'2025-01-30 00:00:00.000';455536283;2;2;iPhone15,4;iOS/17.5.1;15;40;2.142857142857143;1.3333333333333333;0.6071428571428572;0.375;61554.89361702128;115791.05090208905;13407567469.010176;85070.78655886756;0.30582124351438683;217814.8101827389;-0.20311741838490105
'2025-03-12 00:00:00.000';2937769334;2;2;Xiaomi_23078pnd5g;Android/15;22;106;3.142857142857143;3.533333333333333;-0.11051212938005389;0.20754716981132076;25149.026548672566;40947.53699126572;1676700785.6510746;5058.865982450187;0.2390216615883069;66670.60382659525;-0.10293026501901381
'2024-12-30 00:00:00.000';2095314234;1;1;iPhone16,1;iOS/17.3.1;11;45;1.5714285714285714;01.май;0.047619047619047596;0.24444444444444444;57169.2;143774.15539147018;20671007758.530613;912.5714965514298;0.430991884368357;361575.9492616761;-0.2172240199565998
'2024-12-28 00:00:00.000';2937764287;2;2;Xiaomi Redmi Note 8;Android/9;25;56;3.5714285714285716;1.8666666666666667;0.913265306122449;0.44642857142857145;21783.272727272728;41056.532437086986;1685638855.7575758;38056.69216677664;0.30670463823693234;77382.25917022792;-0.017068483032427487
'2025-05-28 00:00:00.000';455896453;2;1;iPhone15,3;iOS/18.4.1;5;36;0.7142857142857143;01.фев;-0.4047619047619047;0.1388888888888889;74583.33333333333;95633.41573798504;9145750205.714285;62081.0726887791;0.12366634023677674;122624.58376376696;0.13171825527155515
'2025-08-12 00:00:00.000';456065880;1;2;Xiaomi M2007J3SG;Android/12;3;14;0.42857142857142855;0.4666666666666667;-0.08163265306122455;0.21428571428571427;101441.53846153847;213508.28802071937;45585789053.53846;58813.84615384615;0.3558241349451704;449379.9063469675;-0.18187368191425973
'2024-12-28 00:00:00.000';2095314234;1;1;iPhone16,1;iOS/17.3.1;3;42;0.42857142857142855;01.апр;-0.6938775510204082;0.07142857142857142;63214.28571428572;155742.76116197312;24255807654.3554;36618.46153846154;0.42258733741499016;383707.691707317;-0.2263622748900741
'2024-12-30 00:00:00.000';455975954;1;1;iPhone14,3;iOS/17.4.1;10;31;1.4285714285714286;1.0333333333333334;0.3824884792626727;0.3225806451612903;71176.5;90534.46431310862;8196489228.461538;67711.13117781498;0.11970718494775201;115157.2390952286;-0.19981156867257327
'2025-08-19 00:00:00.000';452501700;1;1;iPhone16,1;iOS/17.5.1;10;18;1.4285714285714286;0.6;1.3809523809523812;0.5555555555555556;86315.29411764706;188857.96217387973;35667329876.47059;41578.01310259191;0.3726476527486228;413221.4370706575;-0.15201174004275572
'2025-05-28 00:00:00.000';2095839711;3;2;iPhone17,2;iOS/18.5;21;92;3.0;3.066666666666667;-0.021739130434782674;0.22826086956521738;29201.020408163266;37271.31268768913;1389150749.4634967;8948.165210359215;0.12140828979010848;47571.993377161365;-0.02540882893228685
'2025-03-12 00:00:00.000';2684218560;1;1;iPhone15,2;iOS/18.0;2;18;0.2857142857142857;0.6;-0.5238095238095238;0.1111111111111111;117034.28571428571;133423.34055821825;17801787805.714287;2040.0;0.06543643764355112;152107.458913139;-0.86187533030706
'2025-05-28 00:00:00.000';452274831;1;1;iPhone16,1;iOS/17.6.1;4;29;0.5714285714285714;0.9666666666666667;-0.4088669950738917;0.13793103448275862;95251.03448275862;85552.52464943174;7319234473.891625;152951.22302158276;-0.053641144454662205;76841.52212768333;0.5169802492501331
'2025-08-12 00:00:00.000';452518788;1;1;Samsung SM-A515F;Android/13;15;35;2.142857142857143;1.1666666666666667;0.8367346938775508;0.42857142857142855;61882.94117647059;106492.33725539902;11340617894.117647;78413.68739272424;0.2649402958343372;183259.1935437876;-0.22546302064936755
'2024-12-30 00:00:00.000';2112800905;2;2;Xiaomi 2312CRAD3C;Android/14;23;119;3.2857142857142856;3.966666666666667;-0.17166866746698686;0.19327731092436976;22551.023622047243;42244.56893494639;1784603604.4994376;7412.791016926424;0.30393340867400626;79136.2571566242;0.037850460266621866
'2024-12-30 00:00:00.000';2937943828;1;1;Samsung SM-G965F;Android/10;30;68;4.285714285714286;2.2666666666666666;0.8907563025210083;0.4411764705882353;35180.74074074074;49490.204631264605;2449280354.4444447;1985.7319744792144;0.16900087542018857;69619.91995831054;-0.3365775629538558
'2025-03-12 00:00:00.000';454966600;1;1;Xiaomi 2201117SG;Android/13;5;31;0.7142857142857143;1.0333333333333334;-0.30875576036866365;0.16129032258064516;77125.0;89836.20223177609;8070543231.428572;70758.92731122089;0.07613267071550163;104642.37577216949;0.543878734699202
'2025-05-28 00:00:00.000';455696089;1;2;Vivo_v2237;Android/15;0;20;0.0;0.6666666666666666;-1.0;0.0;78755.45454545454;153955.55907089284;23702314168.83117;-1.0;0.3231480253419156;300960.92144514417;-1.0
'2025-05-28 00:00:00.000';455975954;1;1;iPhone14,3;iOS/18.3;18;51;2.5714285714285716;01.июл;0.5126050420168069;0.35294117647058826;47209.0;58292.35952201684;3397999178.644068;16879.444676468698;0.10505418671599091;71977.78344476833;-0.27529891843459436
'2025-08-12 00:00:00.000';456445886;1;1;iPhone14,5;iOS/18.5;0;7;0.0;0.23333333333333334;-1.0;0.0;249197.14285714287;348265.6929086511;121288992857.14285;-1.0;0.16581541833397515;486719.0348433254;-1.0
'2025-08-12 00:00:00.000';2937759666;1;1;iPhone14,5;iOS/18.5;8;15;1.1428571428571428;0.5;1.2857142857142856;0.5333333333333333;67225.71428571429;37965.67148081291;1441392210.989011;99324.60612535961;-0.27816006597578424;21441.084357437794;0.2916920808283987
'2025-08-18 00:00:00.000';2112800905;1;1;Xiaomi_2312crad3c;Android/14;27;51;3.857142857142857;01.июл;1.2689075630252102;0.5294117647058824;39874.8;131863.03715722056;17387860568.32653;27841.229806827763;0.5356317435918808;436061.3863474307;-0.13682168609093917
'2025-03-07 00:00:00.000';456649741;1;1;OPPO CPH2125;Android/12;0;4;0.0;0.13333333333333333;-1.0;0.0;89460.0;101592.89935817364;10321117200;-1.0;0.06350544482147673;115371.3078470825;-1.0
'2025-03-07 00:00:00.000';497439421;1;1;iPhone16,1;iOS/17.5.1;2;3;0.2857142857142857;0.1;1.8571428571428568;0.6666666666666666;833760.0;1166641.336144061;1,36E+12;8820.0;0.16640727544489514;1632426.6062176165;-0.7071067811865475
'2025-03-20 00:00:00.000';2934905461;2;1;iPhone16,1;iOS/18.3.1;1;18;0.14285714285714285;0.6;-0.7619047619047619;0.05555555555555555;103072.94117647059;267300.06724102935;71449325947.05882;-1.0;0.4434100820852341;693191.8807355157;-1.0
'2025-02-20 00:00:00.000';455296083;1;1;iPhone14,7;iOS/17.6.1;12;34;1.7142857142857142;1.1333333333333333;0.5126050420168067;0.35294117647058826;66026.15384615384;100173.80854808477;10034791919.02834;21361.914379233665;0.20546126611587406;151982.07580605402;-0.2522050027898105
'2025-05-13 00:00:00.000';2937698824;1;1;Samsung SM-A057F;Android/14;0;13;0.0;0.43333333333333335;-1.0;0.0;95676.92307692308;117872.82012014867;13894001723.076923;-1.0;0.10393783064745893;145217.8986975398;-1.0
'2025-02-20 00:00:00.000';452171932;2;1;iPhone14,7;iOS/18.3;7;53;1.0;1.7666666666666666;-0.43396226415094336;0.1320754716981132;42563.07692307692;66174.64395736947;4379083502.884615;38809.252765265875;0.21714237564582303;102884.5614427456;0.4283653281940515
'2025-03-07 00:00:00.000';2684693378;1;1;iPhone12,1;iOS/16.1;4;8;0.5714285714285714;0.26666666666666666;1.1428571428571428;0.5;324274.28571428574;303992.90555631625;92411686628.57143;296147.0503597123;-0.032281456742874956;284980.00211461197;-0.47940028550201713
'2025-03-20 00:00:00.000';465356982;1;1;OPPO CPH2477;Android/12;11;55;1.5714285714285714;1.8333333333333333;-0.14285714285714285;0.2;40764.50704225352;45384.79659812878;2059779762.2535212;36625.47602676139;0.05363118865315478;50528.75434304905;0.3195231452980529
'2025-02-20 00:00:00.000';453005511;1;1;Vivo V2027;Android/12;8;63;1.1428571428571428;02.янв;-0.45578231292517013;0.12698412698412698;40563.42857142857;48202.271516795576;2323458979.378882;50685.30258167461;0.08605624625023815;57279.64970435076;0.5995449521784232
'2025-02-20 00:00:00.000';455708444;1;1;Samsung SM-G780G;Android/12;1;16;0.14285714285714285;0.5333333333333333;-0.7321428571428572;0.0625;146913.75;164586.05525681694;27088569585;-1.0;0.05673295764100705;184384.16815988973;-1.0
'2025-05-13 00:00:00.000';455814236;1;1;Samsung_sm-s721b;Android/14;2;21;0.2857142857142857;0.7;-0.5918367346938775;0.09523809523809523;103953.0;124030.38070527211;15383535337.894737;1380.0;0.08806510651417768;147985.48707487746;-0.8269989934461273
'2025-03-20 00:00:00.000';2938063812;1;2;Xiaomi_24069pc21g;Android/15;5;35;0.7142857142857143;1.1666666666666667;-0.38775510204081637;0.14285714285714285;74046.85714285714;104936.95664180326;11011764869.243698;169124.16372618207;0.1725859944861311;148713.46731163643;0.5624152324008991
'2025-02-20 00:00:00.000';454326351;1;1;HONOR CRT-NX1;Android/14;9;20;1.2857142857142858;0.6666666666666666;0.9285714285714288;0.45;132821.05263157896;203510.91278123794;41416691621.052635;136554.8301034031;0.21017883347154828;311823.24488825485;-0.3351591897428079
'2025-05-13 00:00:00.000';452718092;4;2;Xiaomi_poco_f2_pro;Android/12;24;118;3.4285714285714284;3.933333333333333;-0.12832929782082325;0.2033898305084746;22464.84375;31381.07045103081;984771582.652559;11687.57682898596;0.1655878042620385;43836.11983290821;0.02730612334502555
'2025-03-20 00:00:00.000';501247811;2;1;iPhone14,5;iOS/18.3.1;10;49;1.4285714285714286;1.6333333333333333;-0.12536443148688042;0.20408163265306123;50555.78947368421;64072.3047743543;4105260239.0977445;110197.49937340016;0.1179162524627018;81202.5740639389;-0.05195884272841189
'2025-02-20 00:00:00.000';456112296;6;3;iPhone15,4;iOS/18.3.1;43;135;6.142857142857143;04.май;0.36507936507936517;0.31851851851851853;20062.5;30773.70513883611;947020927.972028;576.0456695029965;0.2107003288224071;47203.53535063068;-0.23933930313649934
