Уникальный идентификатор клиента;Дата совершенной транзакции;Дата и время совершенной транзакции;Сумма совершенного перевода;Уникальный идентификатор транзакции;Зашифрованный идентификатор получателя/destination транзакции;Размеченные транзакции(переводы), где 1 - мошенническая операция , 0 - чистая
2937708912;'2025-05-03 00:00:00.000';'2025-05-03 17:03:54.000';70000.0;6254;e9775740c162065df7fd33e33bfb86e2;0
455579485;'2025-04-25 00:00:00.000';'2025-04-25 11:22:48.000';10000.0;11719;09e5b4b08c8b9f2b46119ea900a9db3e;0
2939166911;'2025-07-22 00:00:00.000';'2025-07-22 18:14:18.000';200.0;7315;e7eabdd280b6d8d1dd2db80e3fbd042e;0
2938118136;'2025-01-27 00:00:00.000';'2025-01-27 17:48:17.000';39800.0;11120;2032a8540a1d1e6e37eed5052fc5602e;0
2096229005;'2025-08-05 00:00:00.000';'2025-08-05 11:22:29.000';72000.0;3629;8280a28b0b054d364790f90975bc6ed3;0
2937748911;'2025-01-04 00:00:00.000';'2025-01-04 10:36:41.000';10000.0;5890;79702fc22ef9ba0e30c70a3a2d9c1b7f;0
455936473;'2025-07-22 00:00:00.000';'2025-07-22 16:19:42.000';220000.0;6785;20ee317461dd83675435912cf3fc3077;1
452171932;'2025-06-16 00:00:00.000';'2025-06-16 16:46:30.000';180000.0;4757;4feb739ab9654504679381414e30f200;0
2112406217;'2024-12-07 00:00:00.000';'2024-12-07 16:15:10.000';40000.0;8207;03e2a42a9d741e2ff8e9bd73b99e99ad;0
453423845;'2025-05-02 00:00:00.000';'2025-05-02 18:04:22.000';500.0;3242;8b951674204f84020ebcd8d99b6cb29c;0
2938063812;'2024-12-19 00:00:00.000';'2024-12-19 17:08:51.000';35000.0;8505;a15d4c5e84db6bc70589534e35e494e4;0
456156194;'2025-05-16 00:00:00.000';'2025-05-16 12:37:28.000';6000.0;4532;8dff818de3b913b59467a45e5ed3878f;0
2933725046;'2025-06-13 00:00:00.000';'2025-06-13 08:17:14.000';5000.0;8763;5fb3742abbede789ccac4f65199da5b5;0
452543738;'2025-03-01 00:00:00.000';'2025-03-01 12:03:46.000';20000.0;3140;4c745e30d04c74ca549622b74858c58e;0
2095314234;'2025-06-19 00:00:00.000';'2025-06-19 17:39:34.000';30000.0;6030;5eb09003e1a1831ed3bf03315edaae0e;0
455852784;'2025-03-21 00:00:00.000';'2025-03-21 14:11:13.000';8000.0;6610;645fa6b90343b8d1ae1790a55abfde89;0
2095448725;'2025-07-26 00:00:00.000';'2025-07-26 14:45:51.000';10000.0;8610;c2c2654a54b183a9907702c7684d21e8;0
455536283;'2025-01-31 00:00:00.000';'2025-01-31 08:13:54.000';17000.0;5199;456df69c93f581a12ac8b6b4f901cc83;0
452966691;'2025-05-05 00:00:00.000';'2025-05-05 14:01:01.000';132000.0;6402;91be6f89838fd72ee4f36335edea7b3f;0
2683930531;'2025-03-08 00:00:00.000';'2025-03-08 22:47:42.000';5000.0;8715;6208ba4394c05186d14887ec3c368507;0
452262441;'2025-03-13 00:00:00.000';'2025-03-13 12:40:00.000';53000.0;1435;5c56843c72414d4269d154a979116afe;0
497439421;'2025-08-10 00:00:00.000';'2025-08-10 21:01:47.000';15000.0;2737;34431a284c906108484434cf8f85a6a2;0
454360696;'2025-03-07 00:00:00.000';'2025-03-07 20:41:48.000';7000.0;5668;7a80a4da8082ec0e273b7f8fe1de206e;0
451013142;'2025-02-25 00:00:00.000';'2025-02-25 08:46:38.000';100000.0;8138;576cdebec728dd4ed7e4df49a0ef9d0a;0
456445886;'2025-08-25 00:00:00.000';'2025-08-25 15:23:07.000';30000.0;344;7ab76ce2a8f90efcb5ff8d4c2c2d3695;0
2938023904;'2025-02-28 00:00:00.000';'2025-02-28 15:56:14.000';2200.0;660;9da144223d8f6574c72fa67e7490a3fb;0
452274831;'2025-02-28 00:00:00.000';'2025-02-28 15:57:10.000';430000.0;7090;d4acd3e41ca6d0a53abfea733fbc60c1;0
453024373;'2025-06-06 00:00:00.000';'2025-06-06 21:18:47.000';4000.0;7143;ef96f13581fbde7f517c33e5b0227cd1;0
2937827669;'2025-02-04 00:00:00.000';'2025-02-04 20:36:09.000';10000.0;1386;e2764316c0e77eb866047a877c06be91;0
452966691;'2025-04-05 00:00:00.000';'2025-04-05 12:07:19.000';2000.0;2169;c4ea468194fa3162a9e67d10a761d7bb;0
456326660;'2025-01-24 00:00:00.000';'2025-01-24 12:50:02.000';10000.0;3144;3b6200f28be9543f7d3017e92c5a900d;0
453076643;'2025-07-03 00:00:00.000';'2025-07-03 15:39:49.000';20000.0;3197;111c23045d44c3bcc77aa0be7f330081;0
454464049;'2025-05-11 00:00:00.000';'2025-05-11 12:40:57.000';10000.0;3248;102e637fbaf046f787942ce526469eaf;0
465356982;'2025-05-30 00:00:00.000';'2025-05-30 17:25:36.000';1000.0;5050;9030efc541153c7eb82a2280c59cda34;0
454192001;'2025-02-08 00:00:00.000';'2025-02-08 13:09:38.000';5000.0;8036;8dcd54aff2bed39549bfdda91802e9e0;0
2937649420;'2025-06-11 00:00:00.000';'2025-06-11 17:32:19.000';8990.0;44;8d61eba9995db3f64ba9dd154c6ecd38;0
456355739;'2025-07-10 00:00:00.000';'2025-07-10 12:59:21.000';881.0;81;5474be9abe881a40790bdaa1d324f43b;0
2934942089;'2025-06-09 00:00:00.000';'2025-06-09 15:35:29.000';341580.0;97;770a5c20595f40fb1045532edceca1dc;0
2934812537;'2025-07-07 00:00:00.000';'2025-07-07 23:04:08.000';15000.0;122;86dbb7bb9ea64526345ceae1d9ba2592;0
2938063812;'2025-08-03 00:00:00.000';'2025-08-03 07:11:39.000';3000.0;141;a15d4c5e84db6bc70589534e35e494e4;0
2933083574;'2025-05-28 00:00:00.000';'2025-05-28 06:28:39.000';10000.0;254;14a5bc358edc189faad1edde3b7597e5;0
452358365;'2025-05-06 00:00:00.000';'2025-05-06 09:21:24.000';260000.0;532;bd96b12258508880f4cacd72e2e7fcdf;0
452372797;'2025-05-12 00:00:00.000';'2025-05-12 15:04:58.000';73610.0;4382;ab0d18773ba4205e058e9dfc064d6164;0
2684034681;'2025-02-10 00:00:00.000';'2025-02-10 15:17:43.000';30000.0;7987;86d3ed84a57eac7656e1cbc24b6dd872;0
2938056465;'2025-01-10 00:00:00.000';'2025-01-10 09:39:51.000';130000.0;649;f9dd7ef41e6d4e2db9829cb77aff5d9c;0
452139692;'2025-08-28 00:00:00.000';'2025-08-28 11:42:10.000';10000.0;971;ddc73bda1e08abb324f64b52ba0a1c75;0
451004861;'2025-06-05 00:00:00.000';'2025-06-05 19:51:57.000';2000.0;3251;b068ac1bd3e85db9c03a5f75f2f6854d;0
2937833270;'2025-06-07 00:00:00.000';'2025-06-07 20:53:11.000';140000.0;2893;54eda3ba51512d9721870d9378f79f26;0
456575558;'2024-12-12 00:00:00.000';'2024-12-12 20:39:41.000';5000.0;2994;881634846ca132371fed390271a7b096;0
2937668970;'2025-07-03 00:00:00.000';'2025-07-03 09:50:39.000';5000.0;602;7fc3568e388a9b8fad9ff224b240b471;0
2095500688;'2025-08-05 00:00:00.000';'2025-08-05 12:59:34.000';500.0;6776;8691de246262e06c8d6c31dbf2c47d8e;0
456591642;'2025-05-22 00:00:00.000';'2025-05-22 20:47:12.000';40000.0;7673;1bc9c1b4ba5cda8d7d35c49be9b1a36f;0
2684691837;'2025-05-02 00:00:00.000';'2025-05-02 21:42:16.000';127000.0;10192;8776be8e8079544ce33fe209bfaeef80;0
2933375279;'2025-04-13 00:00:00.000';'2025-04-13 18:14:35.000';5000.0;1496;0c1de05ea765df1559aabe6d5e076133;0
453005511;'2025-06-29 00:00:00.000';'2025-06-29 16:18:06.000';10000.0;3775;738c9b64a8ee0795a967d7a64f681e5a;0
455296083;'2025-08-11 00:00:00.000';'2025-08-11 11:53:30.000';5000.0;5625;e3938781b3f7e10cb4b8371410945a3c;0
456112296;'2025-02-09 00:00:00.000';'2025-02-09 19:34:50.000';16000.0;10795;421b46b77d1777aee954cc31233daa51;0
2937607295;'2025-02-22 00:00:00.000';'2025-02-22 23:06:56.000';7000.0;1965;584aff4a07e5bf122f4501781b41158c;0
452966691;'2025-04-02 00:00:00.000';'2025-04-02 11:37:10.000';7000.0;3410;c4ea468194fa3162a9e67d10a761d7bb;0
453633402;'2025-05-10 00:00:00.000';'2025-05-10 21:06:06.000';34000.0;5366;e605eb667753e89fd75ceece0a8b0cfd;0
456112296;'2025-01-16 00:00:00.000';'2025-01-16 19:14:19.000';20000.0;5626;421b46b77d1777aee954cc31233daa51;0
455696089;'2025-03-28 00:00:00.000';'2025-03-28 14:24:46.000';215000.0;5831;e6012024e84e69d5c2ba93abbeef3660;0
456112296;'2025-01-02 00:00:00.000';'2025-01-02 16:17:48.000';10000.0;4598;421b46b77d1777aee954cc31233daa51;0
456418779;'2025-04-24 00:00:00.000';'2025-04-24 04:15:05.000';10000.0;7995;cc0364e3ba50acd7b64a149815f9eac6;0
2684218560;'2024-12-13 00:00:00.000';'2024-12-13 17:55:10.000';5400.0;8877;0d87d91242aa82f5a074b20ad1950a9a;0
455579485;'2025-02-17 00:00:00.000';'2025-02-17 18:39:34.000';150000.0;9935;09e5b4b08c8b9f2b46119ea900a9db3e;0
2934128069;'2025-03-28 00:00:00.000';'2025-03-28 21:47:05.000';100.0;10584;62d379d4754508c11572ca815af6349c;0
452718092;'2025-06-18 00:00:00.000';'2025-06-18 08:51:05.000';4000.0;11612;f7492eccd201d138a6381c4c09c562e9;0
2112688594;'2025-05-07 00:00:00.000';'2025-05-07 22:38:52.000';1600.0;2594;61df2818aadd21fe4f21d2710c33890e;0
2939130556;'2025-08-04 00:00:00.000';'2025-08-04 21:19:02.000';1500.0;3831;86f39d97c36aa472fda36611714fbc6a;0
454893889;'2025-08-08 00:00:00.000';'2025-08-08 00:46:07.000';5000.0;7364;d5bb94d081449c30473e7551ab26cd65;0
2937833270;'2025-05-08 00:00:00.000';'2025-05-08 18:46:40.000';50000.0;10151;6c72f0862be62be89e5f0fccf3eb391f;0
456064118;'2025-01-15 00:00:00.000';'2025-01-15 12:44:58.000';2000.0;3105;dadb8057d800959fbd62aa66e33e2cbb;0
2934079753;'2025-01-24 00:00:00.000';'2025-01-24 00:32:01.000';3000.0;6678;0afb567220cdc0a2aa1a11662c259256;0
2095053235;'2025-03-23 00:00:00.000';'2025-03-23 21:24:49.000';15000.0;10545;e4448d4b7f8e992caee90a23e9634cc0;0
2937912805;'2024-12-18 00:00:00.000';'2024-12-18 18:16:36.000';8500.0;8730;49c9769437484bf789e20fa1fe049a1e;0
455536283;'2025-06-03 00:00:00.000';'2025-06-03 21:48:35.000';2000.0;10632;6a5a9cc03197e339c14f6be820ceef11;0
2095314234;'2025-02-08 00:00:00.000';'2025-02-08 14:39:17.000';3000.0;5996;5eb09003e1a1831ed3bf03315edaae0e;0
456011212;'2025-01-08 00:00:00.000';'2025-01-08 20:47:07.000';29000.0;6839;9436d1dab70b8df69009cd57a449e28e;0
2937630576;'2025-08-23 00:00:00.000';'2025-08-23 19:27:56.000';3000.0;1712;142fb99b4b6a17e93c69436463fe45bb;0
2683930531;'2025-03-15 00:00:00.000';'2025-03-15 00:51:32.000';2000.0;4088;6208ba4394c05186d14887ec3c368507;0
452291927;'2025-07-08 00:00:00.000';'2025-07-08 23:09:04.000';30000.0;8833;7f373534735c8cd9fc8dc834e3d8514d;0
2112686417;'2025-04-23 00:00:00.000';'2025-04-23 21:06:51.000';10000.0;7950;a8087899dcc965fcc21c605cf6ab84de;0
2937759666;'2025-06-18 00:00:00.000';'2025-06-18 11:43:00.000';5000.0;10029;22b84292f0ebce65ad0808342615a03b;0
456508483;'2024-12-30 00:00:00.000';'2024-12-30 19:54:55.000';400000.0;1206;1148fbed8574736642e82df25d38361c;0
2095839711;'2025-02-06 00:00:00.000';'2025-02-06 10:48:53.000';160000.0;5792;ace6802b039bfa8464f22e1ba16dedb3;0
453832489;'2024-12-10 00:00:00.000';'2024-12-10 20:19:25.000';300000.0;8990;0fc9e4013522a8e3fc21c495719ae743;0
454360696;'2025-03-07 00:00:00.000';'2025-03-07 20:14:09.000';100000.0;10292;9412cc74cb6de4fd0185d3ccd382bd9f;0
483362542;'2025-04-11 00:00:00.000';'2025-04-11 13:27:16.000';60000.0;10553;a5f835f9f25b7d057272657cfaec871c;0
2937859498;'2025-01-11 00:00:00.000';'2025-01-11 09:44:31.000';2000.0;8533;1f1ec07ffa06b3258d49beb4fb3d9f63;0
2684034681;'2025-06-02 00:00:00.000';'2025-06-02 11:37:22.000';60000.0;1545;10d7b169ab61cb3d19f4833ff6a5c72d;0
2933493153;'2025-05-22 00:00:00.000';'2025-05-22 18:26:42.000';1000.0;5571;d677d4e1a0f625e1ad746ea950c9dca9;0
2937920677;'2025-04-19 00:00:00.000';'2025-04-19 22:44:59.000';3000.0;8195;0b07835eef21a18be4bd3538f8944e33;0
452718092;'2025-07-11 00:00:00.000';'2025-07-11 20:37:31.000';13000.0;1908;f7492eccd201d138a6381c4c09c562e9;0
453055831;'2025-07-10 00:00:00.000';'2025-07-10 05:43:14.000';4311.0;4077;c759542130fdd1be9959b0d256487f47;0
454192001;'2025-03-27 00:00:00.000';'2025-03-27 12:52:07.000';10000.0;4332;8dcd54aff2bed39549bfdda91802e9e0;0
452718092;'2025-06-06 00:00:00.000';'2025-06-06 19:30:07.000';933.0;4593;f7492eccd201d138a6381c4c09c562e9;0
2094722364;'2025-01-31 00:00:00.000';'2025-01-31 19:35:13.000';51500.0;5623;bff42a88483770721315d6987394864c;0
455579485;'2025-06-16 00:00:00.000';'2025-06-16 17:05:25.000';20000.0;9121;09e5b4b08c8b9f2b46119ea900a9db3e;0
2112688594;'2025-04-05 00:00:00.000';'2025-04-05 12:09:29.000';2000.0;10494;61df2818aadd21fe4f21d2710c33890e;0
2937526973;'2024-12-31 00:00:00.000';'2024-12-31 16:47:05.000';50000.0;10835;3ea4cf0a3b0e38e6a16abd2e674c57a3;0
2937607295;'2025-01-21 00:00:00.000';'2025-01-21 16:59:22.000';500.0;11475;1c13a74da5ebc9ed4370570c04153e83;0
2937607295;'2025-02-21 00:00:00.000';'2025-02-21 06:52:26.000';15000.0;1649;f9f8e257639628d215325f2c5541461a;0
455975954;'2025-03-21 00:00:00.000';'2025-03-21 19:51:12.000';5000.0;2070;2828761c64d5081ce6417b4058ee5868;0
451399808;'2025-08-11 00:00:00.000';'2025-08-11 16:19:25.000';650000.0;8543;e8df0683390d1966731a59a48c33da09;1
2933375279;'2025-07-25 00:00:00.000';'2025-07-25 08:02:38.000';2000.0;9585;0c1de05ea765df1559aabe6d5e076133;0
2685175517;'2025-06-27 00:00:00.000';'2025-06-27 19:48:30.000';18000.0;5236;6cb9048bdc967ec6b2c8210500c87ec9;0
2937607295;'2025-02-16 00:00:00.000';'2025-02-16 16:28:24.000';620.0;9490;fcaca6a4248a210a77f57810ae3e0e15;0
452291927;'2025-01-06 00:00:00.000';'2025-01-06 15:44:24.000';184311.0;10433;2217fd72523ce5c77826eb18ac4039c5;0
2095336822;'2025-04-26 00:00:00.000';'2025-04-26 10:54:36.000';95000.0;5963;502316602f75b8b950822466b8f9a069;0
2939059992;'2025-07-09 00:00:00.000';'2025-07-09 17:10:50.000';160000.0;7702;8bcec4762b854e94dff55c71b7c12b90;0
2685248091;'2025-02-28 00:00:00.000';'2025-02-28 18:58:34.000';170000.0;8334;af2d1bc5e895ae2e33d17e831fa81877;0
456156194;'2025-05-02 00:00:00.000';'2025-05-02 12:31:27.000';2300.0;2974;b749999ad5dd738f976c095995ce37cb;0
456156194;'2025-01-20 00:00:00.000';'2025-01-20 09:44:28.000';700.0;6967;5b965acd685497caf031b5762441468a;0
2937762710;'2025-02-01 00:00:00.000';'2025-02-01 18:24:22.000';2000.0;7390;68bc237ed0cdc2356ba659b7a9ccf2bc;0
2937778211;'2025-05-11 00:00:00.000';'2025-05-11 09:02:36.000';300000.0;10735;b49b59c3f532de501500eb6ac7a1ffb5;0
2112587265;'2025-02-19 00:00:00.000';'2025-02-19 12:22:29.000';1000.0;3338;749612afaf1c8e725bbd49af3dc5a781;0
2937833270;'2025-07-03 00:00:00.000';'2025-07-03 13:39:27.000';273000.0;8546;4886d9b60318289ffe1da9a3eb115cf1;0
450684874;'2025-07-04 00:00:00.000';'2025-07-04 17:41:26.000';10000.0;9961;19f374be1548680adf7ad90e3759be85;0
2934295459;'2025-06-22 00:00:00.000';'2025-06-22 14:15:54.000';2600.0;10349;7ffd4fa86d0acb39296ce9052709f4ed;0
2935090322;'2025-01-29 00:00:00.000';'2025-01-29 08:57:46.000';15000.0;11493;c4a7a32ddc65191709de576d3a2b9daa;0
2938023904;'2025-05-02 00:00:00.000';'2025-05-02 19:06:28.000';4000.0;11900;9da144223d8f6574c72fa67e7490a3fb;0
2112686417;'2025-03-07 00:00:00.000';'2025-03-07 08:59:12.000';5200.0;5189;a8087899dcc965fcc21c605cf6ab84de;0
2112800905;'2025-08-08 00:00:00.000';'2025-08-08 14:03:29.000';5000.0;7867;c3c8daddee7d043dacec933a269a7a34;0
2112800905;'2025-02-07 00:00:00.000';'2025-02-07 17:33:19.000';9500.0;8856;c3c8daddee7d043dacec933a269a7a34;0
2095448725;'2024-12-03 00:00:00.000';'2024-12-03 13:49:46.000';4000.0;9918;cf1817719fec5ce67b92377586deebdc;0
2095053235;'2025-06-18 00:00:00.000';'2025-06-18 09:27:41.000';40000.0;4473;e4448d4b7f8e992caee90a23e9634cc0;0
2935480038;'2025-04-28 00:00:00.000';'2025-04-28 18:43:56.000';4000.0;8959;95de063e416d1c4a2c8d22fd842dffff;0
2933725046;'2025-06-29 00:00:00.000';'2025-06-29 09:47:45.000';2000.0;9058;639bd8a0613721b132d1778ea861238c;0
455536283;'2025-07-01 00:00:00.000';'2025-07-01 11:11:59.000';134000.0;10740;6a5a9cc03197e339c14f6be820ceef11;0
453173126;'2025-03-06 00:00:00.000';'2025-03-06 10:44:47.000';3300.0;12191;28b517a3bc2246b4bb48d2e76a880e86;0
2933493153;'2025-04-16 00:00:00.000';'2025-04-16 14:40:16.000';75000.0;12474;d677d4e1a0f625e1ad746ea950c9dca9;0
453720887;'2025-08-03 00:00:00.000';'2025-08-03 10:04:57.000';1000.0;12486;78ca4b2fad5a58262df189d45c803f37;0
2112334789;'2025-03-19 00:00:00.000';'2025-03-19 16:45:52.000';100000.0;3185;d5b85ff949eb8ac79d7dbc91932e892c;0
2935588230;'2025-08-09 00:00:00.000';'2025-08-09 18:27:47.000';4000.0;9449;f0d722fe560b8d757294b6eb9a17739b;0
2937649420;'2025-05-09 00:00:00.000';'2025-05-09 22:49:16.000';10000.0;12801;d81e3bd095e0581d0b03618ea8ed5654;0
2937932020;'2025-02-28 00:00:00.000';'2025-02-28 20:18:52.000';3000.0;5249;0994c156360d88b500dbead6432b2952;0
455840377;'2025-01-21 00:00:00.000';'2025-01-21 17:31:12.000';21000.0;7348;dd9da14294c3a8db36d59ca2efcc1d35;0
452300121;'2025-01-26 00:00:00.000';'2025-01-26 19:08:44.000';6000.0;8864;71236ccde202d120c332109286fece5a;0
456112296;'2024-12-27 00:00:00.000';'2024-12-27 12:24:44.000';130000.0;2526;d874c561ad044c188e902cc46d9bc26a;0
2685248091;'2025-08-11 00:00:00.000';'2025-08-11 15:56:10.000';65000.0;5512;3e5405501cdfe6eb9de15d1b69541e23;0
2933493153;'2025-04-27 00:00:00.000';'2025-04-27 16:24:11.000';2900.0;7560;d677d4e1a0f625e1ad746ea950c9dca9;0
456326660;'2025-03-23 00:00:00.000';'2025-03-23 22:25:01.000';200.0;9880;3b6200f28be9543f7d3017e92c5a900d;0
452966691;'2025-05-20 00:00:00.000';'2025-05-20 21:28:02.000';538000.0;10747;91be6f89838fd72ee4f36335edea7b3f;0
455910705;'2025-02-28 00:00:00.000';'2025-02-28 10:55:06.000';200000.0;11300;48b4978ab7bafdfcf99d5eb03a199557;0
2937769334;'2025-06-16 00:00:00.000';'2025-06-16 16:38:02.000';324000.0;445;a059b1c95f0e448842ecc1d47db7c5ad;1
2937748911;'2024-12-04 00:00:00.000';'2024-12-04 19:50:13.000';10000.0;645;79702fc22ef9ba0e30c70a3a2d9c1b7f;0
2112406217;'2025-06-26 00:00:00.000';'2025-06-26 15:25:56.000';1500.0;2007;8d27d354416a42b91685e6603759c226;0
456000634;'2025-07-07 00:00:00.000';'2025-07-07 17:37:54.000';20000.0;3088;87b698d1edae13c21ce86678de3b8546;0
450724681;'2025-07-11 00:00:00.000';'2025-07-11 10:37:26.000';40000.0;3915;b1bad967c9a07c387478a24f700412f8;0
455852784;'2025-03-30 00:00:00.000';'2025-03-30 20:18:44.000';20000.0;4585;c7b14bf2c1c938a0509088522795fdce;0
2112688594;'2025-02-07 00:00:00.000';'2025-02-07 08:40:00.000';2000.0;5146;61df2818aadd21fe4f21d2710c33890e;0
2933375279;'2025-08-29 00:00:00.000';'2025-08-29 20:45:41.000';20000.0;5977;0c1de05ea765df1559aabe6d5e076133;0
456112296;'2024-12-17 00:00:00.000';'2024-12-17 21:19:22.000';27000.0;6820;86aeeda663888a2e394f11219020711c;0
455975954;'2025-05-09 00:00:00.000';'2025-05-09 08:55:45.000';2000.0;9505;e2e08b151883b40d90a13cc3ee62e426;0
2938023904;'2024-12-22 00:00:00.000';'2024-12-22 18:31:46.000';2000.0;2267;9da144223d8f6574c72fa67e7490a3fb;0
2937859498;'2025-01-14 00:00:00.000';'2025-01-14 12:51:13.000';2000.0;11114;1f1ec07ffa06b3258d49beb4fb3d9f63;0
2685248091;'2025-01-28 00:00:00.000';'2025-01-28 09:17:34.000';6000.0;3195;af2d1bc5e895ae2e33d17e831fa81877;0
456640032;'2025-08-21 00:00:00.000';'2025-08-21 16:16:03.000';25000.0;3665;c45c871d8769bd0e44d9c1aa037ea362;0
455852784;'2025-04-22 00:00:00.000';'2025-04-22 12:49:55.000';13500.0;5719;645fa6b90343b8d1ae1790a55abfde89;0
501247811;'2025-02-24 00:00:00.000';'2025-02-24 20:46:55.000';196000.0;6982;c22728de8e0b2ff6bb27c533ddb93e75;0
2938023904;'2024-12-11 00:00:00.000';'2024-12-11 06:33:04.000';4000.0;10918;9da144223d8f6574c72fa67e7490a3fb;0
456575558;'2024-12-14 00:00:00.000';'2024-12-14 19:22:40.000';5000.0;389;881634846ca132371fed390271a7b096;0
2095448725;'2025-05-30 00:00:00.000';'2025-05-30 15:32:21.000';2000.0;456;43f7cbd830a62baf22e594bcb977673d;0
2095839711;'2025-06-29 00:00:00.000';'2025-06-29 09:38:36.000';300000.0;6191;9c0f7af55cfa4d6a6df6baddafd7b8a1;0
2937762710;'2025-03-20 00:00:00.000';'2025-03-20 03:09:52.000';55000.0;7614;aff6bcdf89822d8d2dd2c10150d57466;0
2684693378;'2025-08-02 00:00:00.000';'2025-08-02 22:18:53.000';20000.0;390;0f4b6e1a4bc070cdfdef75c13e38a3e6;0
455536283;'2025-02-02 00:00:00.000';'2025-02-02 00:28:16.000';5000.0;6298;456df69c93f581a12ac8b6b4f901cc83;0
452951313;'2025-04-26 00:00:00.000';'2025-04-26 17:08:37.000';2000.0;80;5ee368e719289d181e38968224ef60db;0
2933083574;'2025-03-18 00:00:00.000';'2025-03-18 21:40:51.000';1800.0;98;14a5bc358edc189faad1edde3b7597e5;0
2934704401;'2025-01-20 00:00:00.000';'2025-01-20 17:12:25.000';10000.0;116;54dff19c6731ff0b5589627834cc6284;0
2112686417;'2025-02-27 00:00:00.000';'2025-02-27 12:30:50.000';3000.0;2782;a8087899dcc965fcc21c605cf6ab84de;0
2938167961;'2025-01-04 00:00:00.000';'2025-01-04 00:51:27.000';1000.0;3086;70013924a3d35b1a300fb4cf4b114013;0
2094670449;'2025-03-05 00:00:00.000';'2025-03-05 10:18:59.000';100000.0;10360;11bac622fedcfd0547814bcf25d6f230;0
472228959;'2025-02-05 00:00:00.000';'2025-02-05 13:53:47.000';360000.0;10447;4985f7c20172ad98985010c73c2509bf;0
2937668970;'2025-03-31 00:00:00.000';'2025-03-31 21:54:02.000';170000.0;10831;7fc3568e388a9b8fad9ff224b240b471;0
2937782448;'2025-02-23 00:00:00.000';'2025-02-23 08:09:46.000';9000.0;7509;3f0e255baa674faeb6e70ba79cede172;0
2685838029;'2025-02-04 00:00:00.000';'2025-02-04 17:12:17.000';167000.0;11443;e08a6a4db528821b45f760caa53453e8;0
453720887;'2025-08-18 00:00:00.000';'2025-08-18 18:07:14.000';1000.0;722;06194af55e4a5e67a60e7f5606dabfde;0
453145885;'2025-05-15 00:00:00.000';'2025-05-15 13:28:28.000';20000.0;1382;91a752ed86f31a7e1f032054a09ecdb3;0
456418779;'2025-06-01 00:00:00.000';'2025-06-01 23:11:20.000';15000.0;4687;5da9f843bb54994fe5ae9b5dfdd6c7fc;0
456088424;'2025-05-31 00:00:00.000';'2025-05-31 20:36:22.000';5000.0;6135;f17d6300fb05c9772d4943dc6f0b09d6;0
2934079753;'2025-05-22 00:00:00.000';'2025-05-22 16:19:37.000';20000.0;7561;0afb567220cdc0a2aa1a11662c259256;0
2937833270;'2025-07-06 00:00:00.000';'2025-07-06 13:11:41.000';100000.0;1283;6c52f90c8e5ff4ccd20348678e4a05b3;0
456591642;'2024-12-04 00:00:00.000';'2024-12-04 08:43:40.000';12000.0;3194;1bc9c1b4ba5cda8d7d35c49be9b1a36f;0
2935480038;'2025-05-01 00:00:00.000';'2025-05-01 14:23:56.000';3000.0;4482;95de063e416d1c4a2c8d22fd842dffff;0
2935492004;'2025-05-27 00:00:00.000';'2025-05-27 19:43:13.000';16000.0;10876;562faac8428c328b18e795ecc3698ff6;0
2937920677;'2025-04-25 00:00:00.000';'2025-04-25 11:26:36.000';50000.0;9838;0b07835eef21a18be4bd3538f8944e33;0
451099995;'2025-02-14 00:00:00.000';'2025-02-14 19:47:27.000';15000.0;819;2262949567ee2d33e8ece79a5945be40;0
455910705;'2025-03-20 00:00:00.000';'2025-03-20 21:15:54.000';100000.0;7197;48b4978ab7bafdfcf99d5eb03a199557;0
456175450;'2025-06-19 00:00:00.000';'2025-06-19 18:18:27.000';1000.0;552;80199eeed9135bdc06166727af945cf9;0
2939059992;'2025-06-09 00:00:00.000';'2025-06-09 16:18:57.000';185635.0;612;8bcec4762b854e94dff55c71b7c12b90;0
465356982;'2024-12-05 00:00:00.000';'2024-12-05 15:51:43.000';4000.0;968;9030efc541153c7eb82a2280c59cda34;0
2937778211;'2025-04-15 00:00:00.000';'2025-04-15 12:40:21.000';15000.0;3092;b49b59c3f532de501500eb6ac7a1ffb5;0
2933725046;'2025-06-29 00:00:00.000';'2025-06-29 22:07:44.000';5000.0;4276;639bd8a0613721b132d1778ea861238c;0
454061799;'2025-07-29 00:00:00.000';'2025-07-29 19:21:12.000';8500.0;31;900b2dd4fb35d94bba086afd3009f61d;0
455814236;'2025-08-17 00:00:00.000';'2025-08-17 12:33:10.000';10000.0;50;d4996c42d2a915b8a0d5d5f21344dc07;0
2933375279;'2025-02-02 00:00:00.000';'2025-02-02 15:07:52.000';20000.0;91;0c1de05ea765df1559aabe6d5e076133;0
2937833270;'2024-12-01 00:00:00.000';'2024-12-01 12:18:00.000';273000.0;158;4886d9b60318289ffe1da9a3eb115cf1;0
2939088171;'2025-08-27 00:00:00.000';'2025-08-27 12:42:24.000';5000.0;190;ac35cc31d39e974e07b4a5148f1c2e26;0
456575558;'2024-12-20 00:00:00.000';'2024-12-20 18:38:56.000';5000.0;259;881634846ca132371fed390271a7b096;0
452171932;'2025-05-02 00:00:00.000';'2025-05-02 20:02:12.000';90000.0;265;7201b553cc0bca9220c493ea3ee98fe5;0
456326660;'2024-12-13 00:00:00.000';'2024-12-13 22:28:36.000';10000.0;2941;3b6200f28be9543f7d3017e92c5a900d;0
